,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8523002421307506,0.9491525423728814,0.8934624697336562,0.9249394673123488,0.9443099273607748,0.0
FOLD 2,0.837772397094431,0.9249394673123488,0.8789346246973365,0.9128329297820824,0.9443099273607748,0.0
FOLD 3,0.8333333333333334,0.9347826086956522,0.9057971014492754,0.8961352657004831,0.9565217391304348,0.0
FOLD 4,0.8502415458937198,0.92512077294686,0.8816425120772947,0.9154589371980676,0.9492753623188406,0.0
FOLD 5,0.8091787439613527,0.9130434782608696,0.8695652173913043,0.8671497584541062,0.9371980676328503,0.0
FOLD 6,0.8454106280193237,0.9106280193236715,0.8695652173913043,0.8695652173913043,0.9347826086956522,0.0
FOLD 7,0.8599033816425121,0.9347826086956522,0.8840579710144928,0.9178743961352656,0.9541062801932367,0.0
FOLD 8,0.8454106280193237,0.929951690821256,0.8985507246376812,0.9130434782608696,0.9444444444444444,0.0
FOLD 9,0.8216867469879519,0.927710843373494,0.8626506024096385,0.9036144578313252,0.9493975903614458,0.0
FOLD 10,0.8409638554216867,0.9204819277108434,0.8987951807228916,0.9060240963855422,0.9542168674698795,0.0
MEAN,0.8396201502504386,0.9270593959513528,0.8843021621524876,0.9026638004451396,0.9468562814968335,0.0
