,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8595641646489104,0.953995157384988,0.8716707021791767,0.8813559322033898,0.9467312348668281,0.0
FOLD 2,0.8426150121065376,0.9225181598062954,0.8740920096852299,0.8740920096852299,0.9443099273607748,0.0
FOLD 3,0.855072463768116,0.9396135265700484,0.8695652173913043,0.8792270531400966,0.9516908212560387,0.0
FOLD 4,0.855072463768116,0.9347826086956522,0.8623188405797102,0.8768115942028986,0.9420289855072463,0.0
FOLD 5,0.8405797101449275,0.927536231884058,0.855072463768116,0.8647342995169082,0.9396135265700483,0.0
FOLD 6,0.8478260869565217,0.9154589371980676,0.8574879227053142,0.8671497584541062,0.9396135265700483,0.0
FOLD 7,0.8719806763285024,0.9396135265700484,0.8768115942028986,0.8743961352657005,0.9516908212560387,0.0
FOLD 8,0.8502415458937198,0.927536231884058,0.8599033816425121,0.8816425120772947,0.9492753623188406,0.0
FOLD 9,0.8578313253012049,0.9325301204819276,0.8602409638554217,0.8722891566265061,0.9421686746987952,0.0
FOLD 10,0.8602409638554217,0.9301204819277108,0.8795180722891566,0.891566265060241,0.9518072289156626,0.0
MEAN,0.8541024412771978,0.9323704982402855,0.866668116829884,0.8763264716232373,0.945893010932032,0.0
