,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.7526881720430108,0.9086021505376344,0.8387096774193549,0.8494623655913979,0.9301075268817204,0.946236559139785
FOLD 2,0.7540106951871658,0.9090909090909092,0.7754010695187166,0.8823529411764706,0.9732620320855616,0.946524064171123
FOLD 3,0.7433155080213903,0.8716577540106952,0.8235294117647058,0.8556149732620321,0.9732620320855616,0.9679144385026738
FOLD 4,0.7433155080213903,0.9090909090909092,0.7967914438502673,0.8663101604278075,0.9732620320855616,0.9197860962566845
FOLD 5,0.7486631016042781,0.8983957219251337,0.8074866310160428,0.8823529411764706,0.9625668449197858,0.9251336898395722
FOLD 6,0.732620320855615,0.893048128342246,0.7860962566844921,0.8770053475935828,0.9732620320855616,0.893048128342246
FOLD 7,0.7486631016042781,0.9251336898395722,0.7967914438502673,0.8449197860962567,0.9732620320855616,0.9037433155080213
FOLD 8,0.7606382978723404,0.9361702127659576,0.8351063829787234,0.8563829787234043,0.9787234042553192,0.973404255319149
FOLD 9,0.7340425531914894,0.9308510638297872,0.8191489361702128,0.8723404255319149,0.9627659574468084,0.9308510638297872
FOLD 10,0.7446808510638298,0.8829787234042553,0.8085106382978723,0.8776595744680851,0.9574468085106383,0.8936170212765957
MEAN,0.7462638109464789,0.90650192628371,0.8087571891550654,0.8664401494047423,0.965792070244208,0.9300258632185636
