,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.978287841191067,0.978287841191067,0.9820099255583127,0.978287841191067,0.0,0.0
FOLD 2,0.9739776951672863,0.9758364312267658,0.983271375464684,0.9770755885997522,0.0,0.0
FOLD 3,0.9727722772277227,0.9777227722772277,0.9832920792079208,0.9801980198019802,0.0,0.0
FOLD 4,0.9715522572665429,0.9783549783549783,0.9826839826839827,0.9764996907854051,0.0,0.0
FOLD 5,0.9728059332509271,0.9752781211372065,0.9802224969097652,0.9740420271940667,0.0,0.0
FOLD 6,0.9777503090234858,0.977132262051916,0.984548825710754,0.9789864029666254,0.0,0.0
FOLD 7,0.9715698393077874,0.9777503090234858,0.9833127317676144,0.980840543881335,0.0,0.0
FOLD 8,0.9765287214329833,0.9765287214329833,0.9783817171093268,0.9752933909820877,0.0,0.0
FOLD 9,0.9728395061728395,0.9765432098765432,0.9833333333333333,0.9839506172839506,0.0,0.0
FOLD 10,0.9759407772979642,0.9759407772979642,0.9839605181986428,0.9784083898827884,0.0,0.0
MEAN,0.9744025157338607,0.9769375423870137,0.9825016985944336,0.9783582512569058,0.0,0.0
