,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.6236559139784946,0.8978494623655914,0.6720430107526881,0.8763440860215054,0.9408602150537635,0.9247311827956989
FOLD 2,0.6203208556149733,0.9037433155080213,0.6898395721925134,0.8716577540106952,1.0,0.9358288770053476
FOLD 3,0.6310160427807486,0.8663101604278075,0.7967914438502673,0.8181818181818182,0.9786096256684492,0.9625668449197861
FOLD 4,0.6203208556149733,0.9251336898395722,0.7754010695187166,0.8556149732620321,0.9946524064171123,0.9090909090909091
FOLD 5,0.6577540106951871,0.9037433155080213,0.7272727272727273,0.8502673796791443,1.0,0.93048128342246
FOLD 6,0.6417112299465241,0.8983957219251337,0.8128342245989305,0.893048128342246,0.9572192513368984,0.9037433155080213
FOLD 7,0.6149732620320856,0.9090909090909091,0.7647058823529411,0.839572192513369,0.9679144385026738,0.9679144385026738
FOLD 8,0.6436170212765957,0.9148936170212766,0.8191489361702128,0.8404255319148937,0.9840425531914894,0.9627659574468085
FOLD 9,0.6276595744680851,0.9202127659574468,0.7553191489361702,0.8297872340425532,0.9946808510638298,0.9042553191489362
FOLD 10,0.6436170212765957,0.8776595744680851,0.7925531914893617,0.8351063829787234,0.973404255319149,0.9361702127659575
MEAN,0.6324645787684262,0.9017032532111866,0.7605909207134529,0.8510005480946982,0.9791383596553365,0.9337548340606598
