,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.8571428571428571,0.9539951573849879,0.9055690072639225,0.9249394673123487,0.0,0.0
FOLD 2,0.8668280871670703,0.9225181598062954,0.8861985472154964,0.9079903147699758,0.0,0.0
FOLD 3,0.857487922705314,0.9396135265700483,0.9009661835748792,0.9106280193236715,0.0,0.0
FOLD 4,0.857487922705314,0.9347826086956522,0.8913043478260869,0.9106280193236715,0.0,0.0
FOLD 5,0.8236714975845411,0.927536231884058,0.8816425120772947,0.8961352657004831,0.0,0.0
FOLD 6,0.8599033816425121,0.9154589371980676,0.8671497584541062,0.9057971014492754,0.0,0.0
FOLD 7,0.8526570048309179,0.9396135265700483,0.8961352657004831,0.9251207729468599,0.0,0.0
FOLD 8,0.857487922705314,0.927536231884058,0.9009661835748792,0.9251207729468599,0.0,0.0
FOLD 9,0.8506024096385543,0.9325301204819277,0.8698795180722891,0.9156626506024096,0.0,0.0
FOLD 10,0.8481927710843373,0.9301204819277108,0.9108433734939759,0.9204819277108434,0.0,0.0
MEAN,0.8531461777206731,0.9323704982402854,0.8910654697253413,0.91425043120864,0.0,0.0
