,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.3238213399503722,0.3746898263027295,0.30893300248138955,0.29962779156327546,0.09863523573200993,0.09863523573200993
FOLD 2,0.3358116480793061,0.3915737298636927,0.30793060718711274,0.28934324659231725,0.09913258983890956,0.09913258983890956
FOLD 3,0.3285891089108911,0.390470297029703,0.3261138613861386,0.3063118811881188,0.09715346534653466,0.09715346534653466
FOLD 4,0.3141620284477427,0.3809523809523809,0.2962275819418677,0.3147804576376005,0.10080395794681507,0.10080395794681507
FOLD 5,0.3257107540173053,0.3906056860321385,0.2843016069221261,0.31149567367119896,0.09888751545117427,0.09888751545117427
FOLD 6,0.3448702101359704,0.4048207663782448,0.3189122373300371,0.3121137206427689,0.09950556242274412,0.09950556242274412
FOLD 7,0.32756489493201485,0.3665018541409147,0.34857849196538937,0.3127317676143387,0.09950556242274412,0.09950556242274412
FOLD 8,0.35886349598517603,0.39283508338480544,0.31809759110562075,0.3174799258801729,0.09944410129709698,0.09944410129709698
FOLD 9,0.3302469135802469,0.3790123456790123,0.3234567901234568,0.3154320987654321,0.09814814814814816,0.09814814814814816
FOLD 10,0.3312769895126465,0.3812461443553362,0.3201727328809377,0.31153608883405304,0.10055521283158544,0.10055521283158544
MEAN,0.3320917383551672,0.3852708114118958,0.31527245033240764,0.30908526523892765,0.09917713514377623,0.09917713514377623
