,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.7741935483870968,0.9086021505376344,0.8172043010752689,0.8333333333333334,0.9301075268817204,1.0
FOLD 2,0.7540106951871658,0.9090909090909091,0.8663101604278075,0.8609625668449198,0.9946524064171123,0.9946524064171123
FOLD 3,0.7700534759358288,0.8823529411764706,0.8502673796791443,0.8128342245989305,0.9946524064171123,1.0
FOLD 4,0.7593582887700535,0.9251336898395722,0.8288770053475936,0.7754010695187166,0.9786096256684492,0.9946524064171123
FOLD 5,0.7967914438502673,0.9090909090909091,0.8716577540106952,0.839572192513369,0.9786096256684492,0.9946524064171123
FOLD 6,0.7914438502673797,0.8502673796791443,0.8235294117647058,0.8609625668449198,0.9732620320855615,0.9679144385026738
FOLD 7,0.7540106951871658,0.9037433155080213,0.7967914438502673,0.8556149732620321,0.9893048128342246,1.0
FOLD 8,0.7925531914893617,0.9361702127659575,0.8670212765957447,0.8404255319148937,0.9787234042553191,0.9893617021276596
FOLD 9,0.7712765957446809,0.9148936170212766,0.8191489361702128,0.8404255319148937,0.9840425531914894,1.0
FOLD 10,0.7659574468085106,0.8723404255319149,0.8191489361702128,0.8138297872340425,0.9680851063829787,1.0
MEAN,0.7729649231627511,0.9011685550241809,0.8359956605091654,0.8333361777980052,0.9770049499802418,0.9941233359881672
